Target Company Name;Full Name;P_ID;Primary SIC Code;Dimensions;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
AIRGAS INC;Michael L. Molinini;12950Michael L. Molinini;5169;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;D;D;D;D;D;D;D;D;J;J;J;J;J;J;J;L;Z;Z;Z;Z;Z;Z;Z;Z;Z
AIRGAS INC;Michael L. Molinini;12950Michael L. Molinini;5169;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;v.p., mktg.;v.p., mktg.;v.p., mktg.;v.p., mktg.;v.p., mktg.;v.p., mktg.;group v.p.;group v.p.;sr. v.p.;sr. v.p.;sr. v.p.;sr. v.p.;sr. v.p.;sr. v.p.;exec v.p., COO;exec v.p., COO;exec v.p., COO;exec v.p., COO;exec v.p., COO;exec v.p., COO;exec v.p., COO;pres., CEO;Z;Z;Z;Z;Z;Z;Z;Z;Z
AIRGAS INC;Michael L. Molinini;12950Michael L. Molinini;5169;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;3;1;2;1;1;1;1;1;2;1;1;1;1;1;1;2;Z;Z;Z;Z;Z;Z;Z;Z;Z
AIRGAS INC;Michael L. Molinini;12950Michael L. Molinini;5169;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;Z;Z;Z;Z;Z;Z;Z;Z;Z
AK STEEL HOLDING CORP;James L. Wainscott;29968James L. Wainscott;3312;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z
AK STEEL HOLDING CORP;James L. Wainscott;29968James L. Wainscott;3312;NameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Geo. S. Olive & Co., CPAs, Indpls.,;Geo. S. Olive & Co., CPAs, Indpls.,;Geo. S. Olive & Co., CPAs, Indpls.,;Nat. Steel Corp., Portage, Ind.;Nat. Steel Corp., Portage, Ind.;Nat. Steel Corp., Portage, Ind.;Nat. Steel Corp., Portage, Ind.;Nat. Steel Corp., Portage, Ind.;Nat. Steel Corp., Portage, Ind.;Midwest Divsn. Nat. Steel Corp., Pitts.;Midwest Divsn. Nat. Steel Corp., Pitts.;Midwest Divsn. Nat. Steel Corp., Pitts.;Midwest Divsn. Nat. Steel Corp., Pitts.;Midwest Divsn. Nat. Steel Corp., Pitts.;Midwest Divsn. Nat. Steel Corp., Pitts.;Midwest Divsn. Nat. Steel Corp., Pitts.;AK Steel Holding Corp.;AK Steel Holding Corp.;AK Steel Holding Corp.;AK Steel Holding Corp.;AK Steel Holding Corp.;AK Steel Holding Corp.;AK Steel Holding Corp.;AK Steel Holding Corp.;AK Steel Holding Corp.;AK Steel Holding Corp.;AK Steel Holding Corp.;AK Steel Holding Corp.;AK Steel Holding Corp.;AK Steel Holding Corp.;AK Steel Holding Corp.;AK Steel Holding Corp.;AK Steel Holding Corp.;AK Steel Holding Corp.;Z;Z;Z;Z;Z;Z;Z;Z;Z
AK STEEL HOLDING CORP;James L. Wainscott;29968James L. Wainscott;3312;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;C;C;C;C;C;C;C;C;I;I;I;I;I;I;I;J;J;J;J;J;L;L;L;L;L;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z
AK STEEL HOLDING CORP;James L. Wainscott;29968James L. Wainscott;3312;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;sr. auditor;sr. auditor;sr. auditor;fin. mgr.;fin. mgr.;fin. mgr.;fin. mgr.;fin. mgr.;fin. mgr.;mgr. pension investments;mgr. pension investments;mgr. pension investments;asst. treas., asst. sec.;asst. treas., asst. sec.;treas., asst. sec.;treas., asst. sec.;v.p. & treas.;v.p. & treas.;v.p. & treas.;CFO, VP;CFO, VP;sr. v.p., CFO;sr. v.p., CFO;sr. v.p., CFO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;Z;Z;Z;Z;Z;Z;Z;Z;Z
AK STEEL HOLDING CORP;James L. Wainscott;29968James L. Wainscott;3312;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;3;1;1;1;1;1;2;1;1;2;1;2;1;3;1;1;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z
AK STEEL HOLDING CORP;James L. Wainscott;29968James L. Wainscott;3312;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;Z;Z;Z;Z;Z;Z;Z;Z;Z
AKAMAI TECHNOLOGIES INC;Paul L. Sagan;125595Paul L. Sagan;7371;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z
AKAMAI TECHNOLOGIES INC;Paul L. Sagan;125595Paul L. Sagan;7371;NameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;WCBS-TV, NYC;WCBS-TV, NYC;WCBS-TV, NYC;WCBS-TV, NYC;WCBS-TV, NYC;WCBS-TV, NYC;WCBS-TV, NYC;WCBS-TV, NYC;WCBS-TV, NYC;WCBS-TV, NYC 271101;Time, Inc., NYC;Time, Inc., NYC;Time, Inc., NYC;Time, Inc., NYC;Time, Inc., NYC;Time, Inc., NYC 2731;World Econ. Forum, Geneva,;Akamai Technologies, Inc.;Akamai Technologies, Inc.;Akamai Technologies, Inc.;Akamai Technologies, Inc.;Akamai Technologies, Inc.;Akamai Technologies, Inc.;Akamai Technologies, Inc.;Akamai Technologies, Inc.;Akamai Technologies, Inc.;Akamai Technologies, Inc.;Akamai Technologies, Inc.;Akamai Technologies, Inc.;Akamai Technologies, Inc.;Akamai Technologies, Inc.;Akamai Technologies, Inc.;Z;Z;Z;Z;Z;Z;Z;Z;Z
AKAMAI TECHNOLOGIES INC;Paul L. Sagan;125595Paul L. Sagan;7371;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;H;H;H;H;H;H;D;D;D;D;D;D;D;D;J;J;D;A;D;D;D;D;D;D;L;L;L;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z
AKAMAI TECHNOLOGIES INC;Paul L. Sagan;125595Paul L. Sagan;7371;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;other;other;other;other;other;other;news dir.;news dir.;news dir.;news dir.;sr. v.p.;sr. v.p.;mng. editor News on Demand;mng. editor News on Demand;pres. and editor new media;pres. and editor new media;sr. advisor;COO;pres.;pres.;pres.;pres.;pres.;pres.;CEO;CEO;CEO;CEO;CEO;CEO;CEO;CEO;Z;Z;Z;Z;Z;Z;Z;Z;Z
AKAMAI TECHNOLOGIES INC;Paul L. Sagan;125595Paul L. Sagan;7371;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;2;1;1;1;3;1;2;1;2;1;3;3;2;1;1;1;1;1;2;1;1;1;1;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z
AKAMAI TECHNOLOGIES INC;Paul L. Sagan;125595Paul L. Sagan;7371;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALBERTO-CULVER CO;V. James Marino;1239V. James Marino;2844;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;A;A;A;A;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALBERTO-CULVER CO;V. James Marino;1239V. James Marino;2844;NameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Alberto-Culver ;Alberto-Culver ;Alberto-Culver ;Alberto-Culver ;Alberto-Culver ;Alberto-Culver ;Alberto-Culver ;Alberto-Culver ;Alberto-Culver ;Alberto-Culver ;Alberto-Culver ;Alberto-Culver ;Alberto-Culver ;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALBERTO-CULVER CO;V. James Marino;1239V. James Marino;2844;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;E;E;D;D;D;D;L;L;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALBERTO-CULVER CO;V. James Marino;1239V. James Marino;2844;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;group v.p. mktg.;group v.p. mktg.;pres., personal care worldwide,;pres., personal care worldwide,;pres., consumer products worldwide,;pres., consumer products worldwide,;pres., CEO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALBERTO-CULVER CO;V. James Marino;1239V. James Marino;2844;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;2;1;2;1;2;1;1;1;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALBERTO-CULVER CO;V. James Marino;1239V. James Marino;2844;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;2;2;2;2;2;2;2;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALBERTSON'S INC;Lawrence R. Johnston;1240Lawrence R. Johnston;5411;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALBERTSON'S INC;Lawrence R. Johnston;1240Lawrence R. Johnston;5411;NameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;GE ;GE ;GE ;GE ;GE ;GE ;GE ;GE ;GE ;GE ;GE ;GE ;GE ;GE ;GE ;GE ;GE ;GE Appliances;GE Appliances;GE Appliances;GE Appliances;GE Appliances;GE Appliances;GE Appliances;GE Appliances;GE Appliances;GE Appliances;GE Appliances;GE Appliances;Albertson's, Inc.;Albertson's, Inc.;Albertson's, Inc.;Albertson's, Inc.;Albertson's, Inc.;Albertson's, Inc.;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALBERTSON'S INC;Lawrence R. Johnston;1240Lawrence R. Johnston;5411;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;D;D;D;D;D;D;D;D;K;K;K;K;L;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALBERTSON'S INC;Lawrence R. Johnston;1240Lawrence R. Johnston;5411;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;other;other;other;other;other;other;other;other;other;other;other;other;other;other;other;other;other;v.p. sales & distbn.,corp. v.p.;v.p. sales & distbn.,corp. v.p.;v.p. sales & distbn.,corp. v.p.;v.p. sales & distbn.,corp. v.p.;v.p. sales & distbn.,corp. v.p.;v.p. sales & distbn.,corp. v.p.;v.p. sales & distbn.,corp. v.p.;v.p. sales & distbn.,corp. v.p.;pres., CEO Medical Systems;pres., CEO Medical Systems;pres, CEO GE appliances, EVP;pres, CEO GE appliances, EVP;chmn. bd., pres., CEO,;chmn. bd., pres., CEO,;chmn. bd., pres., CEO,;chmn. bd., pres., CEO,;chmn. bd., pres., CEO,;chmn. bd., pres., CEO,;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALBERTSON'S INC;Lawrence R. Johnston;1240Lawrence R. Johnston;5411;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;3;1;1;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALBERTSON'S INC;Lawrence R. Johnston;1240Lawrence R. Johnston;5411;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;4;4;4;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALCAN INC;Travis Engen;1243Travis Engen;1099;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALCAN INC;Travis Engen;1243Travis Engen;1099;nameOf Company;NF;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Bell Aerospace;Bell Aerospace;Bell Aerospace;Bell Aerospace;Bell Aerospace;Republic Electronic Industries Corp;Republic Electronic Industries Corp;Republic Electronic Industries Corp;Bendix Aircraft Systems;Bendix Aircraft Systems;Bendix Aircraft Systems;Bendix Aircraft Systems;Bendix Aircraft Systems;Bendix Aircraft Systems;ITT Corp;ITT Corp;ITT Corp;ITT Corp;ITT Corp;ITT Corp;ITT Corp;ITT Corp;ITT Corp;ITT Corp;ITT Corp;ITT Corp;ITT Corp;ITT Corp;ITT Corp;ITT Corp;Alcan, Inc.;Alcan, Inc.;Alcan, Inc.;Alcan, Inc.;Alcan, Inc.;Alcan, Inc.;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALCAN INC;Travis Engen;1243Travis Engen;1099;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;E;E;E;E;E;E;E;E;E;E;E;E;K;K;K;K;K;K;K;K;D;D;D;K;K;D;D;D;D;D;L;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALCAN INC;Travis Engen;1243Travis Engen;1099;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;dir. electronics mktg;dir. electronics mktg;dir. electronics mktg;dir. electronics mktg;dir. electronics mktg;dir. mktg;dir. mktg;dir. mktg;dir. govt. avionics;dir. govt. avionics;dir. govt. avionics;dir. govt. avionics;v.p., gen. mgr.;v.p., gen. mgr.;v.p., gen. mgr.;v.p., gen. mgr.;sr. v.p., ceo ITT Defense;sr. v.p., ceo ITT Defense;sr. v.p., ceo ITT Defense;sr. v.p., ceo ITT Defense;exec. v.p.;exec. v.p.;exec. v.p.;exec. v.p.,CEO  ITT Industries;exec. v.p.,CEO  ITT Industries;CEO  ITT Industries;CEO  ITT Industries;CEO  ITT Industries;CEO  ITT Industries;CEO  ITT Industries;Pres and CEO;Pres and CEO;Pres and CEO;Pres and CEO;Pres and CEO;Pres and CEO;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALCAN INC;Travis Engen;1243Travis Engen;1099;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;3;1;1;3;1;1;1;2;1;2;1;2;1;1;1;2;1;1;2;1;2;1;1;1;1;3;1;1;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALCAN INC;Travis Engen;1243Travis Engen;1099;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALCAN INC;Richard B. Evans;1243Richard B. Evans;1099;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;C;C;C;C;C;C;C;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALCAN INC;Richard B. Evans;1243Richard B. Evans;1099;NameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Kaiser Aluminum, 3334;Kaiser Aluminum;Kaiser Aluminum 3334;Kaiser Aluminum;Kaiser Aluminum;Kaiser Aluminum;Kaiser Aluminum;Kaiser Aluminum;Kaiser Aluminum;Kaiser Aluminum;Kaiser Aluminum;Alcan, Inc.;Alcan, Inc.;Alcan, Inc.;Alcan, Inc.;Alcan, Inc.;Alcan, Inc.;Alcan, Inc.;Alcan, Inc.;Alcan, Inc.;Alcan, Inc.;Rio Tinto Alcan 1000;Rio Tinto Alcan 1000;Rio Tinto Alcan 1000;Rio Tinto Alcan 1000;Rio Tinto Alcan 1000;Rio Tinto Alcan 1000;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALCAN INC;Richard B. Evans;1243Richard B. Evans;1099;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;J;L;L;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALCAN INC;Richard B. Evans;1243Richard B. Evans;1099;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;v.p.;v.p.;v.p.;v.p.;v.p.;v.p.;v.p.;v.p.;v.p.;v.p.;v.p.;Various sr. mgmt. positions including exec. v.p. aluminum fabrication, Europe, fabricated products,;Various sr. mgmt. positions including exec. v.p. aluminum fabrication, Europe, fabricated products,;Various sr. mgmt. positions including exec. v.p. aluminum fabrication, Europe, fabricated products,;Various sr. mgmt. positions including exec. v.p. aluminum fabrication, Europe, fabricated products,;Various sr. mgmt. positions including exec. v.p. aluminum fabrication, Europe, fabricated products,;Various sr. mgmt. positions including exec. v.p. aluminum fabrication, Europe, fabricated products,;Various sr. mgmt. positions including exec. v.p. aluminum fabrication, Europe, fabricated products,;Various sr. mgmt. positions including exec. v.p. aluminum fabrication, Europe, fabricated products,;COO, EVP;pres., CEO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALCAN INC;Richard B. Evans;1243Richard B. Evans;1099;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;2;1;1;1;1;2;1;3;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALCAN INC;Richard B. Evans;1243Richard B. Evans;1099;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;3;3;3;1;1;1;3;3;3;4;4;4;4;4;4;4;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALCOA INC;Klaus Kleinfeld, Ph.D., rer. pol., Dipl.-Kfm.;1356Klaus Kleinfeld, Ph.D., rer. pol., Dipl.-Kfm.;3334;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;C;C;C;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALCOA INC;Klaus Kleinfeld, Ph.D., rer. pol., Dipl.-Kfm.;1356Klaus Kleinfeld, Ph.D., rer. pol., Dipl.-Kfm.;3334;NameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;U. Muenster;U. Muenster;Nuernberg, Germany,;Nuernberg, Germany,;Nuernberg, Germany,;Nuernberg, Germany,; Ciba-Geigy, Basle, SwitZerland;Siemens AG;Siemens AG;Siemens AG;Siemens AG;Siemens AG;Siemens AG;Siemens AG;Siemens AG;Siemens AG;Siemens AG;Siemens AG;Siemens AG;Siemens AG;Siemens AG;Siemens AG;Siemens AG;Siemens AG;Siemens AG;Siemens AG;Siemens AG; Alcoa, Inc.; Alcoa, Inc.; Alcoa, Inc.; Alcoa, Inc.; Alcoa, Inc.; Alcoa, Inc.;Z;Z;Z;Z;Z;Z;Z;Z;Z
ALCOA INC;Klaus Kleinfeld, Ph.D., rer. pol., Dipl.-Kfm.;1356Klaus Kleinfeld, Ph.D., rer. pol., Dipl.-Kfm.;3334;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;H;H;H;H;H;H;E;H;I;I;I;I;I;I;K;K;K;K;K;K;I;I;J;J;D;K;K;L;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z
